global_sales_in_millions,na_sales_in_millions,pal_sales_in_millions,japan_sales_in_millions,other_sales_in_millions,total_shipped_in_millions,game_id
0.17,0.07,0.07,0.0,0.03,0.0,11616
0.17,0.05,0.09,0.0,0.03,0.0,11617
0.17,0.04,0.1,0.0,0.03,0.0,11618
0.17,0.0,0.0,0.17,0.0,0.0,11619
0.17,0.14,0.03,0.0,0.0,0.0,11620
0.17,0.07,0.09,0.0,0.02,0.0,11621
0.17,0.15,0.0,0.0,0.01,0.0,11622
0.17,0.06,0.08,0.0,0.03,0.0,11623
0.0,0.0,0.0,0.0,0.0,0.17,11624
0.17,0.09,0.06,0.0,0.01,0.0,11625
0.17,0.09,0.06,0.0,0.01,0.0,11626
0.17,0.14,0.01,0.0,0.02,0.0,11627
0.17,0.05,0.09,0.0,0.03,0.0,11628
0.17,0.08,0.06,0.0,0.02,0.0,11629
0.17,0.05,0.1,0.0,0.01,0.0,11630
0.17,0.12,0.04,0.0,0.0,0.0,11631
0.17,0.15,0.0,0.0,0.02,0.0,11632
0.17,0.06,0.09,0.0,0.02,0.0,11633
0.17,0.07,0.09,0.0,0.01,0.0,11634
0.17,0.12,0.04,0.0,0.01,0.0,11635
0.16,0.07,0.06,0.01,0.03,0.0,11636
0.16,0.08,0.06,0.0,0.02,0.0,11637
0.16,0.08,0.06,0.0,0.02,0.0,11638
0.16,0.12,0.04,0.0,0.0,0.0,11639
0.16,0.06,0.05,0.03,0.02,0.0,11640
0.16,0.15,0.0,0.0,0.01,0.0,11641
0.16,0.13,0.03,0.0,0.0,0.0,11642
0.16,0.09,0.06,0.0,0.01,0.0,11643
0.16,0.12,0.03,0.0,0.0,0.0,11644
0.16,0.12,0.04,0.0,0.0,0.0,11645
0.16,0.13,0.03,0.0,0.0,0.0,11646
0.16,0.13,0.03,0.0,0.0,0.0,11647
0.16,0.13,0.03,0.0,0.0,0.0,11648
0.16,0.0,0.13,0.0,0.03,0.0,11649
0.16,0.08,0.06,0.0,0.02,0.0,11650
0.16,0.09,0.03,0.04,0.0,0.0,11651
0.16,0.11,0.04,0.0,0.0,0.0,11652
0.16,0.0,0.0,0.15,0.01,0.0,11653
0.16,0.11,0.04,0.0,0.0,0.0,11654
0.16,0.09,0.06,0.0,0.01,0.0,11655
0.16,0.09,0.06,0.0,0.01,0.0,11656
0.15,0.09,0.06,0.0,0.01,0.0,11657
0.15,0.09,0.06,0.0,0.01,0.0,11658
0.15,0.08,0.06,0.0,0.02,0.0,11659
0.15,0.12,0.02,0.0,0.01,0.0,11660
0.15,0.12,0.03,0.0,0.0,0.0,11661
0.15,0.08,0.06,0.0,0.02,0.0,11662
0.15,0.12,0.03,0.0,0.0,0.0,11663
0.15,0.11,0.03,0.0,0.01,0.0,11664
0.15,0.14,0.01,0.0,0.01,0.0,11665
0.15,0.09,0.06,0.0,0.01,0.0,11666
0.15,0.07,0.06,0.0,0.02,0.0,11667
0.15,0.14,0.0,0.0,0.01,0.0,11668
0.15,0.0,0.0,0.15,0.0,0.0,11669
0.15,0.07,0.06,0.0,0.02,0.0,11670
0.15,0.07,0.07,0.0,0.01,0.0,11671
0.0,0.0,0.0,0.0,0.0,0.15,11672
0.15,0.0,0.14,0.0,0.01,0.0,11673
0.15,0.11,0.03,0.0,0.01,0.0,11674
0.15,0.12,0.0,0.0,0.03,0.0,11675
0.15,0.07,0.06,0.0,0.02,0.0,11676
0.15,0.14,0.0,0.0,0.01,0.0,11677
0.15,0.0,0.13,0.0,0.02,0.0,11678
0.15,0.1,0.03,0.01,0.01,0.0,11679
0.15,0.08,0.06,0.0,0.01,0.0,11680
0.15,0.08,0.06,0.0,0.01,0.0,11681
0.15,0.11,0.03,0.0,0.01,0.0,11682
0.15,0.07,0.06,0.0,0.02,0.0,11683
0.14,0.13,0.0,0.0,0.01,0.0,11684
0.14,0.11,0.03,0.0,0.01,0.0,11685
0.14,0.12,0.02,0.0,0.01,0.0,11686
0.0,0.0,0.0,0.0,0.0,0.14,11687
0.14,0.08,0.05,0.0,0.01,0.0,11688
0.14,0.08,0.05,0.0,0.01,0.0,11689
0.14,0.03,0.08,0.01,0.02,0.0,11690
0.14,0.11,0.03,0.0,0.01,0.0,11691
0.14,0.13,0.0,0.0,0.01,0.0,11692
0.14,0.05,0.08,0.0,0.02,0.0,11693
0.14,0.08,0.05,0.0,0.01,0.0,11694
0.14,0.08,0.05,0.0,0.01,0.0,11695
0.14,0.11,0.03,0.0,0.0,0.0,11696
0.14,0.09,0.04,0.0,0.01,0.0,11697
0.14,0.13,0.0,0.0,0.01,0.0,11698
0.14,0.07,0.05,0.0,0.02,0.0,11699
0.0,0.0,0.0,0.0,0.0,0.14,11700
0.14,0.0,0.12,0.0,0.02,0.0,11701
0.14,0.05,0.06,0.0,0.02,0.0,11702
0.14,0.11,0.03,0.0,0.0,0.0,11703
0.14,0.11,0.03,0.0,0.0,0.0,11704
0.14,0.0,0.0,0.14,0.0,0.0,11705
0.0,0.0,0.0,0.0,0.0,0.14,11706
0.14,0.1,0.04,0.0,0.0,0.0,11707
0.14,0.04,0.07,0.0,0.02,0.0,11708
0.14,0.1,0.04,0.0,0.0,0.0,11709
0.14,0.1,0.03,0.0,0.0,0.0,11710
0.14,0.11,0.01,0.0,0.01,0.0,11711
0.13,0.1,0.03,0.0,0.0,0.0,11712
0.13,0.12,0.0,0.0,0.01,0.0,11713
0.13,0.11,0.02,0.0,0.01,0.0,11714
0.13,0.11,0.01,0.0,0.01,0.0,11715
0.0,0.0,0.0,0.0,0.0,0.13,11716
0.13,0.08,0.04,0.0,0.01,0.0,11717
0.13,0.09,0.02,0.0,0.02,0.0,11718
0.13,0.1,0.02,0.0,0.01,0.0,11719
0.13,0.07,0.05,0.0,0.01,0.0,11720
0.13,0.12,0.0,0.0,0.01,0.0,11721
0.13,0.09,0.03,0.0,0.01,0.0,11722
0.13,0.08,0.04,0.0,0.01,0.0,11723
0.13,0.1,0.01,0.0,0.02,0.0,11724
0.13,0.06,0.05,0.0,0.02,0.0,11725
0.13,0.0,0.12,0.0,0.01,0.0,11726
0.13,0.11,0.0,0.0,0.02,0.0,11727
0.13,0.1,0.03,0.0,0.0,0.0,11728
0.13,0.05,0.05,0.0,0.02,0.0,11729
0.13,0.1,0.03,0.0,0.0,0.0,11730
0.13,0.1,0.03,0.0,0.0,0.0,11731
0.13,0.06,0.05,0.0,0.02,0.0,11732
0.13,0.09,0.03,0.0,0.0,0.0,11733
0.13,0.08,0.03,0.0,0.01,0.0,11734
0.13,0.1,0.0,0.0,0.02,0.0,11735
0.13,0.06,0.05,0.0,0.02,0.0,11736
0.13,0.0,0.0,0.13,0.0,0.0,11737
0.13,0.01,0.09,0.0,0.02,0.0,11738
0.13,0.09,0.03,0.0,0.0,0.0,11739
0.13,0.06,0.05,0.0,0.02,0.0,11740
0.13,0.06,0.05,0.0,0.02,0.0,11741
0.0,0.0,0.0,0.0,0.0,0.13,11742
0.13,0.06,0.05,0.0,0.02,0.0,11743
0.13,0.09,0.03,0.0,0.0,0.0,11744
0.13,0.12,0.0,0.0,0.01,0.0,11745
0.13,0.09,0.03,0.0,0.0,0.0,11746
0.13,0.09,0.03,0.0,0.0,0.0,11747
0.13,0.11,0.01,0.0,0.01,0.0,11748
0.12,0.09,0.03,0.0,0.0,0.0,11749
0.12,0.11,0.01,0.0,0.01,0.0,11750
0.12,0.0,0.0,0.12,0.0,0.0,11751
0.12,0.09,0.01,0.0,0.02,0.0,11752
0.12,0.05,0.05,0.0,0.02,0.0,11753
0.12,0.1,0.02,0.0,0.0,0.0,11754
0.12,0.08,0.03,0.0,0.01,0.0,11755
0.12,0.06,0.05,0.0,0.02,0.0,11756
0.12,0.11,0.0,0.0,0.01,0.0,11757
0.12,0.06,0.05,0.0,0.02,0.0,11758
0.12,0.09,0.03,0.0,0.0,0.0,11759
0.12,0.11,0.0,0.0,0.01,0.0,11760
0.12,0.11,0.0,0.0,0.01,0.0,11761
0.12,0.09,0.03,0.0,0.0,0.0,11762
0.12,0.11,0.0,0.0,0.01,0.0,11763
0.0,0.0,0.0,0.0,0.0,0.12,11764
0.12,0.06,0.05,0.0,0.01,0.0,11765
0.12,0.08,0.03,0.0,0.01,0.0,11766
0.12,0.09,0.03,0.0,0.0,0.0,11767
0.12,0.11,0.0,0.0,0.01,0.0,11768
0.12,0.07,0.05,0.0,0.01,0.0,11769
0.12,0.08,0.02,0.0,0.02,0.0,11770
0.12,0.06,0.05,0.0,0.02,0.0,11771
0.12,0.11,0.0,0.0,0.01,0.0,11772
0.12,0.09,0.02,0.0,0.0,0.0,11773
0.12,0.1,0.01,0.0,0.01,0.0,11774
0.12,0.11,0.0,0.0,0.01,0.0,11775
0.12,0.07,0.04,0.0,0.01,0.0,11776
0.12,0.06,0.03,0.0,0.02,0.0,11777
0.12,0.07,0.04,0.0,0.01,0.0,11778
0.12,0.09,0.02,0.0,0.0,0.0,11779
0.12,0.09,0.01,0.0,0.01,0.0,11780
0.12,0.05,0.04,0.02,0.01,0.0,11781
0.11,0.08,0.03,0.0,0.0,0.0,11782
0.11,0.09,0.02,0.0,0.0,0.0,11783
0.11,0.06,0.04,0.0,0.01,0.0,11784
0.11,0.06,0.04,0.0,0.01,0.0,11785
0.11,0.06,0.04,0.0,0.01,0.0,11786
0.11,0.09,0.02,0.0,0.0,0.0,11787
0.11,0.05,0.05,0.0,0.01,0.0,11788
0.11,0.0,0.0,0.11,0.0,0.0,11789
0.11,0.08,0.01,0.0,0.02,0.0,11790
0.11,0.1,0.0,0.0,0.01,0.0,11791
0.11,0.09,0.02,0.0,0.0,0.0,11792
0.11,0.05,0.05,0.0,0.01,0.0,11793
0.11,0.09,0.02,0.0,0.0,0.0,11794
0.11,0.09,0.02,0.0,0.0,0.0,11795
0.11,0.06,0.04,0.0,0.01,0.0,11796
0.11,0.06,0.04,0.0,0.01,0.0,11797
0.11,0.1,0.0,0.0,0.01,0.0,11798
0.11,0.1,0.01,0.0,0.01,0.0,11799
0.11,0.04,0.05,0.0,0.02,0.0,11800
0.11,0.1,0.0,0.0,0.01,0.0,11801
0.11,0.06,0.04,0.0,0.01,0.0,11802
0.11,0.08,0.02,0.0,0.0,0.0,11803
0.11,0.06,0.04,0.0,0.01,0.0,11804
0.11,0.1,0.0,0.0,0.01,0.0,11805
0.11,0.09,0.0,0.0,0.02,0.0,11806
0.11,0.09,0.0,0.0,0.02,0.0,11807
0.11,0.06,0.04,0.0,0.01,0.0,11808
0.11,0.05,0.04,0.0,0.01,0.0,11809
0.11,0.07,0.03,0.0,0.01,0.0,11810
0.11,0.09,0.0,0.0,0.01,0.0,11811
0.1,0.1,0.0,0.0,0.01,0.0,11812
0.1,0.05,0.04,0.0,0.01,0.0,11813
0.1,0.05,0.04,0.0,0.01,0.0,11814
0.1,0.07,0.03,0.0,0.0,0.0,11815
0.1,0.0,0.03,0.07,0.01,0.0,11816
0.1,0.1,0.0,0.0,0.01,0.0,11817
0.1,0.07,0.03,0.0,0.0,0.0,11818
0.0,0.0,0.0,0.0,0.0,0.1,11819
0.1,0.09,0.01,0.0,0.01,0.0,11820
0.1,0.07,0.03,0.0,0.0,0.0,11821
0.1,0.07,0.02,0.0,0.01,0.0,11822
0.1,0.08,0.02,0.0,0.0,0.0,11823
0.1,0.05,0.04,0.0,0.01,0.0,11824
0.1,0.09,0.0,0.0,0.01,0.0,11825
0.0,0.0,0.0,0.0,0.0,0.1,11826
0.1,0.09,0.0,0.0,0.01,0.0,11827
0.1,0.06,0.04,0.0,0.01,0.0,11828
0.1,0.08,0.02,0.0,0.0,0.0,11829
0.1,0.08,0.02,0.0,0.0,0.0,11830
0.1,0.09,0.0,0.0,0.01,0.0,11831
0.1,0.08,0.02,0.0,0.01,0.0,11832
0.1,0.05,0.04,0.0,0.01,0.0,11833
0.1,0.09,0.0,0.0,0.01,0.0,11834
0.1,0.06,0.04,0.0,0.01,0.0,11835
0.1,0.0,0.0,0.1,0.0,0.0,11836
0.1,0.0,0.0,0.1,0.0,0.0,11837
0.1,0.07,0.02,0.0,0.01,0.0,11838
0.1,0.05,0.04,0.0,0.01,0.0,11839
0.1,0.07,0.02,0.0,0.0,0.0,11840
0.1,0.05,0.04,0.0,0.01,0.0,11841
0.1,0.0,0.0,0.09,0.01,0.0,11842
0.1,0.09,0.0,0.0,0.01,0.0,11843
0.1,0.05,0.04,0.0,0.01,0.0,11844
0.1,0.0,0.0,0.1,0.0,0.0,11845
0.1,0.07,0.02,0.0,0.0,0.0,11846
0.1,0.09,0.0,0.0,0.01,0.0,11847
0.1,0.07,0.02,0.0,0.0,0.0,11848
0.09,0.05,0.04,0.0,0.01,0.0,11849
0.09,0.08,0.0,0.0,0.01,0.0,11850
0.09,0.07,0.02,0.0,0.0,0.0,11851
0.09,0.05,0.04,0.0,0.01,0.0,11852
0.09,0.07,0.02,0.0,0.0,0.0,11853
0.09,0.07,0.02,0.0,0.0,0.0,11854
0.09,0.07,0.02,0.0,0.0,0.0,11855
0.09,0.05,0.04,0.0,0.01,0.0,11856
0.09,0.0,0.09,0.0,0.01,0.0,11857
0.09,0.08,0.0,0.0,0.01,0.0,11858
0.09,0.05,0.03,0.0,0.01,0.0,11859
0.09,0.07,0.01,0.0,0.01,0.0,11860
0.09,0.06,0.02,0.0,0.01,0.0,11861
0.09,0.08,0.0,0.0,0.01,0.0,11862
0.09,0.05,0.03,0.0,0.01,0.0,11863
0.09,0.07,0.02,0.0,0.0,0.0,11864
0.09,0.07,0.02,0.0,0.0,0.0,11865
0.09,0.04,0.03,0.0,0.01,0.0,11866
0.09,0.07,0.01,0.0,0.01,0.0,11867
0.0,0.0,0.0,0.0,0.0,0.09,11868
0.09,0.07,0.02,0.0,0.0,0.0,11869
0.09,0.07,0.0,0.0,0.02,0.0,11870
0.09,0.05,0.03,0.0,0.01,0.0,11871
0.09,0.03,0.05,0.0,0.01,0.0,11872
0.09,0.04,0.03,0.0,0.01,0.0,11873
0.09,0.07,0.02,0.0,0.0,0.0,11874
0.09,0.07,0.0,0.0,0.02,0.0,11875
0.09,0.08,0.0,0.0,0.01,0.0,11876
0.09,0.07,0.0,0.0,0.02,0.0,11877
0.09,0.07,0.02,0.0,0.0,0.0,11878
0.09,0.06,0.02,0.0,0.0,0.0,11879
0.09,0.05,0.03,0.0,0.01,0.0,11880
0.09,0.06,0.02,0.0,0.0,0.0,11881
0.09,0.06,0.02,0.0,0.01,0.0,11882
0.09,0.08,0.0,0.0,0.01,0.0,11883
0.09,0.08,0.0,0.0,0.01,0.0,11884
0.08,0.07,0.02,0.0,0.0,0.0,11885
0.08,0.06,0.02,0.0,0.01,0.0,11886
0.08,0.08,0.0,0.0,0.01,0.0,11887
0.08,0.04,0.03,0.0,0.01,0.0,11888
0.08,0.08,0.0,0.0,0.01,0.0,11889
0.08,0.05,0.03,0.0,0.01,0.0,11890
0.08,0.06,0.02,0.0,0.0,0.0,11891
0.08,0.05,0.03,0.0,0.01,0.0,11892
0.08,0.05,0.03,0.0,0.01,0.0,11893
0.08,0.08,0.0,0.0,0.01,0.0,11894
0.08,0.06,0.01,0.0,0.01,0.0,11895
0.08,0.04,0.03,0.0,0.01,0.0,11896
0.08,0.06,0.02,0.0,0.0,0.0,11897
0.08,0.08,0.0,0.0,0.01,0.0,11898
0.08,0.07,0.0,0.0,0.02,0.0,11899
0.08,0.04,0.03,0.0,0.01,0.0,11900
0.08,0.04,0.03,0.0,0.01,0.0,11901
0.08,0.08,0.0,0.0,0.01,0.0,11902
0.08,0.0,0.0,0.08,0.0,0.0,11903
0.08,0.06,0.02,0.0,0.0,0.0,11904
0.08,0.06,0.02,0.0,0.0,0.0,11905
0.08,0.02,0.05,0.0,0.01,0.0,11906
0.08,0.06,0.02,0.0,0.0,0.0,11907
0.08,0.07,0.0,0.0,0.01,0.0,11908
0.08,0.06,0.01,0.0,0.01,0.0,11909
0.08,0.06,0.0,0.0,0.01,0.0,11910
0.08,0.07,0.0,0.0,0.01,0.0,11911
0.08,0.07,0.0,0.0,0.01,0.0,11912
0.08,0.04,0.03,0.0,0.01,0.0,11913
0.08,0.07,0.0,0.0,0.01,0.0,11914
0.08,0.06,0.02,0.0,0.0,0.0,11915
0.08,0.06,0.02,0.0,0.0,0.0,11916
0.08,0.06,0.02,0.0,0.0,0.0,11917
0.08,0.0,0.06,0.01,0.01,0.0,11918
0.08,0.07,0.0,0.0,0.01,0.0,11919
0.08,0.07,0.0,0.0,0.01,0.0,11920
0.08,0.04,0.03,0.0,0.01,0.0,11921
0.08,0.05,0.02,0.0,0.0,0.0,11922
0.08,0.06,0.02,0.0,0.0,0.0,11923
0.08,0.03,0.02,0.01,0.01,0.0,11924
0.08,0.06,0.02,0.0,0.0,0.0,11925
0.07,0.0,0.0,0.07,0.0,0.0,11926
0.07,0.0,0.07,0.0,0.01,0.0,11927
0.07,0.0,0.0,0.07,0.0,0.0,11928
0.07,0.0,0.07,0.0,0.0,0.0,11929
0.07,0.03,0.03,0.0,0.01,0.0,11930
0.07,0.06,0.01,0.0,0.0,0.0,11931
0.07,0.05,0.02,0.0,0.0,0.0,11932
0.07,0.0,0.0,0.07,0.0,0.0,11933
0.07,0.0,0.06,0.0,0.01,0.0,11934
0.07,0.05,0.02,0.0,0.0,0.0,11935
0.07,0.01,0.05,0.0,0.01,0.0,11936
0.07,0.05,0.02,0.0,0.0,0.0,11937
0.07,0.0,0.06,0.0,0.01,0.0,11938
0.07,0.0,0.06,0.0,0.01,0.0,11939
0.07,0.05,0.0,0.02,0.0,0.0,11940
0.07,0.0,0.05,0.01,0.01,0.0,11941
0.07,0.03,0.03,0.0,0.01,0.0,11942
0.07,0.03,0.03,0.0,0.01,0.0,11943
0.07,0.05,0.02,0.0,0.01,0.0,11944
0.07,0.07,0.0,0.0,0.01,0.0,11945
0.07,0.05,0.02,0.0,0.01,0.0,11946
0.07,0.05,0.02,0.0,0.0,0.0,11947
0.07,0.06,0.01,0.0,0.0,0.0,11948
0.07,0.06,0.0,0.0,0.01,0.0,11949
0.07,0.0,0.05,0.0,0.01,0.0,11950
0.07,0.04,0.03,0.0,0.0,0.0,11951
0.07,0.03,0.03,0.0,0.01,0.0,11952
0.07,0.0,0.0,0.07,0.0,0.0,11953
0.07,0.0,0.0,0.06,0.0,0.0,11954
0.07,0.0,0.06,0.0,0.01,0.0,11955
0.07,0.05,0.01,0.0,0.0,0.0,11956
0.07,0.06,0.0,0.0,0.01,0.0,11957
0.07,0.05,0.01,0.0,0.0,0.0,11958
0.07,0.0,0.0,0.06,0.0,0.0,11959
0.07,0.05,0.01,0.0,0.0,0.0,11960
0.07,0.06,0.0,0.0,0.01,0.0,11961
0.07,0.04,0.02,0.0,0.0,0.0,11962
0.06,0.05,0.02,0.0,0.0,0.0,11963
0.06,0.05,0.01,0.0,0.0,0.0,11964
0.06,0.0,0.02,0.04,0.0,0.0,11965
0.06,0.03,0.02,0.0,0.01,0.0,11966
0.06,0.04,0.02,0.0,0.0,0.0,11967
0.06,0.05,0.01,0.0,0.0,0.0,11968
0.06,0.05,0.01,0.0,0.0,0.0,11969
0.06,0.04,0.02,0.0,0.01,0.0,11970
0.06,0.03,0.02,0.0,0.01,0.0,11971
0.06,0.06,0.0,0.0,0.0,0.0,11972
0.06,0.05,0.01,0.0,0.0,0.0,11973
0.06,0.04,0.02,0.0,0.0,0.0,11974
0.06,0.03,0.02,0.0,0.01,0.0,11975
0.06,0.03,0.02,0.0,0.01,0.0,11976
0.06,0.05,0.01,0.0,0.01,0.0,11977
0.06,0.05,0.0,0.0,0.01,0.0,11978
0.06,0.0,0.0,0.06,0.0,0.0,11979
0.06,0.06,0.0,0.0,0.0,0.0,11980
0.06,0.0,0.0,0.06,0.0,0.0,11981
0.06,0.0,0.05,0.0,0.01,0.0,11982
0.06,0.06,0.0,0.0,0.0,0.0,11983
0.06,0.05,0.0,0.0,0.01,0.0,11984
0.06,0.0,0.05,0.0,0.01,0.0,11985
0.06,0.05,0.01,0.0,0.0,0.0,11986
0.06,0.05,0.01,0.0,0.0,0.0,11987
0.06,0.05,0.01,0.0,0.0,0.0,11988
0.06,0.05,0.01,0.0,0.0,0.0,11989
0.06,0.01,0.04,0.0,0.01,0.0,11990
0.06,0.04,0.01,0.0,0.0,0.0,11991
0.06,0.04,0.02,0.0,0.0,0.0,11992
0.06,0.03,0.02,0.0,0.0,0.0,11993
0.06,0.04,0.02,0.0,0.0,0.0,11994
0.06,0.05,0.0,0.0,0.01,0.0,11995
0.06,0.0,0.06,0.0,0.0,0.0,11996
0.06,0.03,0.02,0.0,0.01,0.0,11997
0.06,0.05,0.0,0.0,0.01,0.0,11998
0.06,0.04,0.02,0.0,0.0,0.0,11999
0.06,0.0,0.05,0.0,0.01,0.0,12000
0.06,0.04,0.01,0.0,0.0,0.0,12001
0.06,0.03,0.02,0.0,0.01,0.0,12002
0.06,0.04,0.01,0.0,0.01,0.0,12003
0.06,0.03,0.02,0.0,0.0,0.0,12004
0.06,0.04,0.01,0.0,0.0,0.0,12005
0.06,0.0,0.0,0.05,0.0,0.0,12006
0.06,0.0,0.05,0.0,0.01,0.0,12007
0.06,0.03,0.02,0.0,0.01,0.0,12008
0.06,0.03,0.02,0.0,0.0,0.0,12009
0.06,0.0,0.03,0.01,0.01,0.0,12010
0.05,0.04,0.01,0.0,0.0,0.0,12011
0.05,0.05,0.0,0.0,0.0,0.0,12012
0.05,0.04,0.01,0.0,0.0,0.0,12013
0.05,0.05,0.0,0.0,0.01,0.0,12014
0.05,0.0,0.05,0.0,0.01,0.0,12015
0.05,0.03,0.02,0.0,0.0,0.0,12016
0.05,0.03,0.02,0.0,0.01,0.0,12017
0.05,0.03,0.02,0.0,0.0,0.0,12018
0.05,0.04,0.01,0.0,0.0,0.0,12019
0.05,0.04,0.01,0.0,0.0,0.0,12020
0.05,0.02,0.02,0.0,0.0,0.0,12021
0.05,0.03,0.02,0.0,0.01,0.0,12022
0.05,0.03,0.02,0.0,0.0,0.0,12023
0.05,0.03,0.02,0.0,0.01,0.0,12024
0.05,0.0,0.05,0.0,0.0,0.0,12025
0.05,0.03,0.01,0.0,0.0,0.0,12026
0.05,0.03,0.02,0.0,0.0,0.0,12027
0.05,0.0,0.0,0.05,0.0,0.0,12028
0.05,0.04,0.01,0.0,0.0,0.0,12029
0.05,0.05,0.0,0.0,0.0,0.0,12030
0.05,0.04,0.0,0.0,0.0,0.0,12031
0.05,0.02,0.01,0.01,0.0,0.0,12032
0.05,0.04,0.0,0.0,0.01,0.0,12033
0.05,0.0,0.04,0.0,0.01,0.0,12034
0.05,0.0,0.04,0.0,0.01,0.0,12035
0.05,0.02,0.02,0.0,0.01,0.0,12036
0.05,0.04,0.0,0.0,0.01,0.0,12037
0.05,0.03,0.01,0.0,0.01,0.0,12038
0.05,0.02,0.02,0.0,0.01,0.0,12039
0.05,0.03,0.01,0.0,0.0,0.0,12040
0.05,0.04,0.01,0.0,0.0,0.0,12041
0.05,0.04,0.0,0.0,0.0,0.0,12042
0.05,0.04,0.01,0.0,0.0,0.0,12043
0.05,0.04,0.0,0.0,0.0,0.0,12044
0.05,0.0,0.04,0.0,0.01,0.0,12045
0.05,0.04,0.0,0.0,0.01,0.0,12046
0.05,0.04,0.0,0.0,0.01,0.0,12047
0.05,0.03,0.01,0.0,0.0,0.0,12048
0.05,0.04,0.0,0.0,0.0,0.0,12049
0.05,0.0,0.04,0.0,0.01,0.0,12050
0.05,0.03,0.02,0.0,0.0,0.0,12051
0.05,0.04,0.01,0.0,0.0,0.0,12052
0.05,0.04,0.01,0.0,0.0,0.0,12053
0.05,0.04,0.0,0.0,0.0,0.0,12054
0.05,0.04,0.0,0.0,0.0,0.0,12055
0.05,0.0,0.0,0.05,0.0,0.0,12056
0.05,0.04,0.0,0.0,0.0,0.0,12057
0.05,0.04,0.0,0.0,0.01,0.0,12058
0.05,0.02,0.02,0.0,0.01,0.0,12059
0.04,0.04,0.0,0.0,0.0,0.0,12060
0.04,0.0,0.04,0.0,0.0,0.0,12061
0.04,0.04,0.0,0.0,0.0,0.0,12062
0.04,0.03,0.01,0.0,0.0,0.0,12063
0.04,0.04,0.0,0.0,0.0,0.0,12064
0.04,0.04,0.0,0.0,0.0,0.0,12065
0.04,0.03,0.01,0.0,0.0,0.0,12066
0.04,0.02,0.02,0.0,0.01,0.0,12067
0.04,0.04,0.0,0.0,0.01,0.0,12068
0.04,0.04,0.0,0.0,0.0,0.0,12069
0.04,0.03,0.01,0.0,0.0,0.0,12070
0.04,0.03,0.01,0.0,0.0,0.0,12071
0.04,0.04,0.0,0.0,0.0,0.0,12072
0.04,0.0,0.04,0.0,0.01,0.0,12073
0.04,0.0,0.04,0.0,0.0,0.0,12074
0.04,0.03,0.01,0.0,0.0,0.0,12075
0.04,0.03,0.01,0.0,0.0,0.0,12076
0.04,0.0,0.0,0.04,0.0,0.0,12077
0.04,0.03,0.01,0.0,0.0,0.0,12078
0.04,0.02,0.02,0.0,0.01,0.0,12079
0.04,0.0,0.03,0.0,0.01,0.0,12080
0.04,0.03,0.01,0.0,0.0,0.0,12081
0.04,0.03,0.0,0.0,0.0,0.0,12082
0.04,0.0,0.04,0.0,0.0,0.0,12083
0.04,0.03,0.01,0.0,0.0,0.0,12084
0.04,0.03,0.0,0.0,0.0,0.0,12085
0.04,0.03,0.01,0.0,0.0,0.0,12086
0.04,0.04,0.0,0.0,0.0,0.0,12087
0.04,0.03,0.01,0.0,0.0,0.0,12088
0.04,0.0,0.03,0.0,0.01,0.0,12089
0.04,0.0,0.04,0.0,0.0,0.0,12090
0.04,0.0,0.04,0.0,0.0,0.0,12091
0.04,0.03,0.0,0.0,0.0,0.0,12092
0.04,0.03,0.01,0.0,0.0,0.0,12093
0.04,0.03,0.0,0.0,0.0,0.0,12094
0.04,0.0,0.0,0.04,0.0,0.0,12095
0.04,0.03,0.01,0.0,0.0,0.0,12096
0.04,0.03,0.0,0.0,0.01,0.0,12097
0.04,0.02,0.01,0.0,0.0,0.0,12098
0.04,0.0,0.03,0.0,0.0,0.0,12099
0.04,0.02,0.01,0.0,0.0,0.0,12100
0.04,0.03,0.0,0.0,0.0,0.0,12101
0.04,0.0,0.03,0.0,0.01,0.0,12102
0.04,0.0,0.03,0.0,0.0,0.0,12103
0.03,0.0,0.0,0.03,0.0,0.0,12104
0.03,0.03,0.0,0.0,0.0,0.0,12105
0.03,0.03,0.01,0.0,0.0,0.0,12106
0.03,0.03,0.0,0.0,0.0,0.0,12107
0.03,0.0,0.03,0.0,0.0,0.0,12108
0.03,0.03,0.0,0.0,0.0,0.0,12109
0.03,0.03,0.0,0.0,0.0,0.0,12110
0.03,0.03,0.01,0.0,0.0,0.0,12111
0.03,0.0,0.0,0.03,0.0,0.0,12112
0.03,0.03,0.0,0.0,0.0,0.0,12113
0.03,0.03,0.01,0.0,0.0,0.0,12114
0.03,0.02,0.01,0.0,0.0,0.0,12115
0.03,0.0,0.03,0.0,0.01,0.0,12116
0.03,0.0,0.03,0.0,0.0,0.0,12117
0.03,0.03,0.0,0.0,0.0,0.0,12118
0.03,0.03,0.01,0.0,0.0,0.0,12119
0.03,0.03,0.0,0.0,0.0,0.0,12120
0.03,0.03,0.0,0.0,0.0,0.0,12121
0.03,0.03,0.0,0.0,0.0,0.0,12122
0.03,0.0,0.0,0.03,0.0,0.0,12123
0.03,0.03,0.0,0.0,0.0,0.0,12124
0.03,0.03,0.0,0.0,0.0,0.0,12125
0.03,0.0,0.0,0.03,0.0,0.0,12126
0.03,0.02,0.01,0.0,0.0,0.0,12127
0.03,0.03,0.0,0.0,0.0,0.0,12128
0.03,0.03,0.0,0.0,0.0,0.0,12129
0.03,0.03,0.0,0.0,0.0,0.0,12130
0.03,0.0,0.03,0.0,0.01,0.0,12131
