global_sales_in_millions,na_sales_in_millions,pal_sales_in_millions,japan_sales_in_millions,other_sales_in_millions,total_shipped_in_millions,game_id
0.38,0.11,0.24,0.0,0.03,0.0,15042
0.37,0.35,0.02,0.0,0.0,0.0,15043
0.37,0.14,0.16,0.02,0.06,0.0,15044
0.37,0.08,0.06,0.21,0.02,0.0,15045
0.37,0.32,0.02,0.0,0.03,0.0,15046
0.37,0.0,0.0,0.37,0.0,0.0,15047
0.37,0.3,0.06,0.0,0.0,0.0,15048
0.37,0.14,0.18,0.0,0.05,0.0,15049
0.37,0.15,0.16,0.0,0.05,0.0,15050
0.37,0.17,0.15,0.0,0.04,0.0,15051
0.36,0.19,0.11,0.0,0.06,0.0,15052
0.36,0.28,0.07,0.0,0.01,0.0,15053
0.36,0.18,0.14,0.0,0.05,0.0,15054
0.36,0.14,0.15,0.03,0.06,0.0,15055
0.36,0.0,0.32,0.0,0.04,0.0,15056
0.36,0.04,0.03,0.27,0.01,0.0,15057
0.36,0.32,0.01,0.0,0.03,0.0,15058
0.35,0.17,0.15,0.0,0.03,0.0,15059
0.35,0.22,0.09,0.01,0.03,0.0,15060
0.0,0.0,0.0,0.0,0.0,0.35,15061
0.35,0.17,0.13,0.0,0.04,0.0,15062
0.35,0.13,0.18,0.0,0.04,0.0,15063
0.35,0.17,0.13,0.0,0.04,0.0,15064
0.35,0.17,0.13,0.0,0.04,0.0,15065
0.35,0.23,0.07,0.0,0.04,0.0,15066
0.34,0.26,0.07,0.0,0.01,0.0,15067
0.34,0.32,0.02,0.0,0.0,0.0,15068
0.34,0.05,0.03,0.23,0.02,0.0,15069
0.34,0.28,0.03,0.0,0.03,0.0,15070
0.34,0.13,0.15,0.01,0.05,0.0,15071
0.34,0.11,0.17,0.0,0.06,0.0,15072
0.34,0.05,0.2,0.03,0.05,0.0,15073
0.34,0.25,0.07,0.0,0.01,0.0,15074
0.0,0.0,0.0,0.0,0.0,0.34,15075
0.33,0.21,0.11,0.0,0.01,0.0,15076
0.33,0.12,0.19,0.0,0.03,0.0,15077
0.33,0.25,0.07,0.0,0.01,0.0,15078
0.33,0.15,0.14,0.0,0.04,0.0,15079
0.33,0.25,0.07,0.0,0.01,0.0,15080
0.33,0.13,0.15,0.0,0.05,0.0,15081
0.33,0.0,0.0,0.31,0.02,0.0,15082
0.33,0.18,0.12,0.0,0.03,0.0,15083
0.33,0.14,0.16,0.0,0.03,0.0,15084
0.32,0.16,0.12,0.0,0.04,0.0,15085
0.32,0.06,0.14,0.07,0.05,0.0,15086
0.32,0.13,0.15,0.0,0.04,0.0,15087
0.32,0.12,0.13,0.0,0.08,0.0,15088
0.32,0.16,0.12,0.0,0.04,0.0,15089
0.0,0.0,0.0,0.0,0.0,0.32,15090
0.32,0.27,0.03,0.0,0.02,0.0,15091
0.32,0.14,0.14,0.0,0.04,0.0,15092
0.32,0.24,0.04,0.0,0.03,0.0,15093
0.32,0.28,0.01,0.0,0.02,0.0,15094
0.32,0.12,0.14,0.0,0.05,0.0,15095
0.32,0.29,0.0,0.0,0.02,0.0,15096
0.31,0.15,0.14,0.0,0.03,0.0,15097
0.31,0.12,0.14,0.0,0.05,0.0,15098
0.31,0.1,0.07,0.13,0.02,0.0,15099
0.31,0.0,0.0,0.31,0.0,0.0,15100
0.31,0.23,0.07,0.0,0.01,0.0,15101
0.3,0.28,0.0,0.01,0.02,0.0,15102
0.3,0.0,0.0,0.3,0.0,0.0,15103
0.3,0.18,0.09,0.0,0.03,0.0,15104
0.3,0.18,0.09,0.0,0.03,0.0,15105
0.3,0.24,0.03,0.0,0.03,0.0,15106
0.3,0.24,0.06,0.0,0.0,0.0,15107
0.0,0.0,0.0,0.0,0.0,0.3,15108
0.3,0.0,0.28,0.0,0.02,0.0,15109
0.3,0.18,0.05,0.03,0.03,0.0,15110
0.3,0.18,0.09,0.0,0.03,0.0,15111
0.3,0.26,0.01,0.0,0.03,0.0,15112
0.29,0.09,0.07,0.11,0.03,0.0,15113
0.29,0.27,0.0,0.0,0.02,0.0,15114
0.29,0.12,0.12,0.0,0.05,0.0,15115
0.29,0.14,0.11,0.0,0.04,0.0,15116
0.29,0.14,0.1,0.01,0.04,0.0,15117
0.29,0.22,0.06,0.0,0.01,0.0,15118
0.29,0.16,0.1,0.0,0.03,0.0,15119
0.29,0.23,0.06,0.0,0.0,0.0,15120
0.29,0.22,0.06,0.0,0.01,0.0,15121
0.29,0.23,0.04,0.0,0.02,0.0,15122
0.29,0.11,0.12,0.01,0.05,0.0,15123
0.29,0.13,0.13,0.0,0.02,0.0,15124
0.29,0.14,0.11,0.0,0.04,0.0,15125
0.28,0.0,0.0,0.28,0.0,0.0,15126
0.28,0.15,0.06,0.05,0.02,0.0,15127
0.28,0.0,0.23,0.0,0.05,0.0,15128
0.28,0.22,0.05,0.0,0.01,0.0,15129
0.28,0.1,0.14,0.01,0.03,0.0,15130
0.28,0.14,0.11,0.0,0.04,0.0,15131
0.28,0.21,0.06,0.0,0.01,0.0,15132
0.28,0.1,0.12,0.02,0.05,0.0,15133
0.0,0.0,0.0,0.0,0.0,0.28,15134
0.28,0.2,0.05,0.0,0.03,0.0,15135
0.28,0.05,0.04,0.17,0.01,0.0,15136
0.28,0.0,0.0,0.28,0.0,0.0,15137
0.27,0.12,0.09,0.02,0.04,0.0,15138
0.27,0.26,0.01,0.0,0.0,0.0,15139
0.27,0.15,0.1,0.0,0.02,0.0,15140
0.27,0.13,0.1,0.0,0.03,0.0,15141
0.0,0.0,0.0,0.0,0.0,0.27,15142
0.27,0.24,0.01,0.0,0.02,0.0,15143
0.27,0.19,0.03,0.0,0.05,0.0,15144
0.27,0.13,0.1,0.0,0.03,0.0,15145
0.27,0.14,0.1,0.0,0.03,0.0,15146
0.27,0.08,0.14,0.0,0.04,0.0,15147
0.27,0.15,0.1,0.0,0.02,0.0,15148
0.27,0.15,0.09,0.0,0.02,0.0,15149
0.26,0.0,0.0,0.26,0.0,0.0,15150
0.26,0.16,0.05,0.04,0.01,0.0,15151
0.26,0.13,0.1,0.0,0.03,0.0,15152
0.26,0.2,0.05,0.0,0.01,0.0,15153
0.26,0.19,0.05,0.0,0.02,0.0,15154
0.26,0.21,0.05,0.0,0.0,0.0,15155
0.26,0.21,0.05,0.0,0.0,0.0,15156
0.26,0.16,0.07,0.0,0.02,0.0,15157
0.0,0.0,0.0,0.0,0.0,0.26,15158
0.26,0.12,0.1,0.02,0.02,0.0,15159
0.0,0.0,0.0,0.0,0.0,0.26,15160
0.26,0.08,0.15,0.0,0.03,0.0,15161
0.26,0.24,0.01,0.0,0.0,0.0,15162
0.26,0.24,0.0,0.0,0.02,0.0,15163
0.25,0.0,0.0,0.25,0.0,0.0,15164
0.25,0.14,0.1,0.0,0.02,0.0,15165
0.0,0.0,0.0,0.0,0.0,0.25,15166
0.25,0.19,0.05,0.0,0.01,0.0,15167
0.25,0.19,0.05,0.0,0.01,0.0,15168
0.25,0.16,0.08,0.0,0.01,0.0,15169
0.0,0.0,0.0,0.0,0.0,0.25,15170
0.25,0.19,0.05,0.0,0.01,0.0,15171
0.25,0.12,0.09,0.0,0.04,0.0,15172
0.25,0.14,0.09,0.0,0.02,0.0,15173
0.25,0.08,0.03,0.12,0.01,0.0,15174
0.24,0.2,0.03,0.0,0.02,0.0,15175
0.24,0.08,0.14,0.0,0.02,0.0,15176
0.24,0.21,0.01,0.0,0.02,0.0,15177
0.24,0.16,0.06,0.0,0.02,0.0,15178
0.24,0.12,0.09,0.0,0.03,0.0,15179
0.0,0.0,0.0,0.0,0.0,0.24,15180
0.24,0.18,0.05,0.0,0.01,0.0,15181
0.24,0.11,0.1,0.0,0.03,0.0,15182
0.0,0.0,0.0,0.0,0.0,0.24,15183
0.24,0.0,0.0,0.24,0.0,0.0,15184
0.24,0.13,0.09,0.0,0.02,0.0,15185
0.24,0.19,0.0,0.0,0.04,0.0,15186
0.24,0.13,0.09,0.0,0.02,0.0,15187
0.24,0.17,0.03,0.01,0.03,0.0,15188
0.24,0.22,0.01,0.0,0.0,0.0,15189
0.24,0.0,0.19,0.0,0.04,0.0,15190
0.23,0.14,0.07,0.0,0.02,0.0,15191
0.23,0.14,0.07,0.0,0.03,0.0,15192
0.23,0.12,0.09,0.0,0.02,0.0,15193
0.23,0.18,0.05,0.0,0.01,0.0,15194
0.23,0.13,0.09,0.0,0.02,0.0,15195
0.23,0.11,0.09,0.0,0.03,0.0,15196
0.23,0.08,0.11,0.01,0.04,0.0,15197
0.23,0.17,0.05,0.0,0.01,0.0,15198
0.23,0.17,0.05,0.0,0.01,0.0,15199
0.0,0.0,0.0,0.0,0.0,0.23,15200
0.23,0.0,0.0,0.23,0.0,0.0,15201
0.23,0.11,0.09,0.0,0.03,0.0,15202
0.23,0.06,0.04,0.12,0.01,0.0,15203
0.22,0.21,0.01,0.0,0.0,0.0,15204
0.22,0.17,0.05,0.0,0.01,0.0,15205
0.22,0.11,0.09,0.0,0.03,0.0,15206
0.22,0.09,0.1,0.0,0.04,0.0,15207
0.22,0.07,0.06,0.08,0.02,0.0,15208
0.22,0.09,0.08,0.03,0.02,0.0,15209
0.22,0.2,0.0,0.0,0.02,0.0,15210
0.22,0.16,0.05,0.0,0.01,0.0,15211
0.22,0.1,0.1,0.0,0.02,0.0,15212
0.22,0.06,0.13,0.0,0.03,0.0,15213
0.22,0.06,0.01,0.12,0.02,0.0,15214
0.21,0.11,0.06,0.0,0.04,0.0,15215
0.21,0.15,0.06,0.0,0.0,0.0,15216
0.21,0.07,0.05,0.06,0.03,0.0,15217
0.21,0.16,0.05,0.0,0.01,0.0,15218
0.21,0.1,0.09,0.0,0.02,0.0,15219
0.21,0.1,0.08,0.0,0.03,0.0,15220
0.21,0.12,0.07,0.0,0.02,0.0,15221
0.21,0.1,0.08,0.0,0.03,0.0,15222
0.21,0.16,0.05,0.0,0.01,0.0,15223
0.21,0.16,0.05,0.0,0.01,0.0,15224
0.21,0.17,0.04,0.0,0.0,0.0,15225
0.21,0.17,0.04,0.0,0.01,0.0,15226
0.21,0.19,0.0,0.0,0.01,0.0,15227
0.21,0.18,0.0,0.0,0.02,0.0,15228
0.21,0.11,0.08,0.0,0.02,0.0,15229
0.0,0.0,0.0,0.0,0.0,0.2,15230
0.2,0.0,0.0,0.2,0.0,0.0,15231
0.2,0.1,0.08,0.0,0.03,0.0,15232
0.2,0.11,0.08,0.0,0.01,0.0,15233
0.2,0.06,0.12,0.0,0.01,0.0,15234
0.2,0.17,0.01,0.0,0.02,0.0,15235
0.2,0.06,0.04,0.08,0.02,0.0,15236
0.0,0.0,0.0,0.0,0.0,0.2,15237
0.2,0.16,0.04,0.0,0.0,0.0,15238
0.0,0.0,0.0,0.0,0.0,0.2,15239
0.2,0.1,0.07,0.02,0.02,0.0,15240
0.2,0.0,0.0,0.2,0.0,0.0,15241
0.2,0.06,0.12,0.0,0.01,0.0,15242
0.2,0.18,0.0,0.0,0.02,0.0,15243
0.2,0.12,0.06,0.0,0.02,0.0,15244
0.2,0.17,0.01,0.0,0.02,0.0,15245
0.0,0.0,0.0,0.0,0.0,0.19,15246
0.19,0.1,0.07,0.0,0.02,0.0,15247
0.19,0.05,0.09,0.02,0.03,0.0,15248
0.0,0.0,0.0,0.0,0.0,0.19,15249
0.19,0.17,0.01,0.0,0.01,0.0,15250
0.19,0.11,0.07,0.0,0.01,0.0,15251
0.19,0.08,0.09,0.0,0.02,0.0,15252
0.19,0.09,0.07,0.0,0.02,0.0,15253
0.19,0.09,0.07,0.0,0.02,0.0,15254
0.19,0.07,0.11,0.0,0.01,0.0,15255
0.19,0.17,0.0,0.0,0.03,0.0,15256
0.19,0.18,0.0,0.0,0.01,0.0,15257
0.19,0.15,0.04,0.0,0.0,0.0,15258
0.19,0.15,0.04,0.0,0.0,0.0,15259
0.19,0.02,0.16,0.0,0.01,0.0,15260
0.19,0.1,0.06,0.01,0.03,0.0,15261
0.19,0.09,0.07,0.0,0.02,0.0,15262
0.19,0.09,0.07,0.0,0.02,0.0,15263
0.19,0.17,0.0,0.0,0.02,0.0,15264
0.19,0.05,0.1,0.0,0.03,0.0,15265
0.0,0.0,0.0,0.0,0.0,0.19,15266
0.19,0.1,0.04,0.03,0.01,0.0,15267
0.19,0.09,0.07,0.0,0.02,0.0,15268
0.18,0.14,0.04,0.0,0.01,0.0,15269
0.18,0.14,0.04,0.0,0.01,0.0,15270
0.18,0.1,0.06,0.0,0.02,0.0,15271
0.18,0.09,0.07,0.0,0.02,0.0,15272
0.18,0.14,0.02,0.0,0.01,0.0,15273
0.18,0.02,0.14,0.0,0.02,0.0,15274
0.18,0.14,0.04,0.0,0.01,0.0,15275
0.18,0.13,0.04,0.0,0.02,0.0,15276
0.18,0.0,0.0,0.18,0.0,0.0,15277
0.0,0.0,0.0,0.0,0.0,0.18,15278
0.18,0.14,0.04,0.0,0.0,0.0,15279
0.18,0.03,0.14,0.0,0.02,0.0,15280
0.18,0.06,0.09,0.0,0.03,0.0,15281
0.18,0.13,0.0,0.04,0.01,0.0,15282
0.18,0.07,0.08,0.0,0.03,0.0,15283
0.18,0.11,0.05,0.0,0.02,0.0,15284
0.18,0.14,0.02,0.01,0.01,0.0,15285
0.17,0.09,0.07,0.0,0.02,0.0,15286
0.17,0.01,0.14,0.0,0.03,0.0,15287
0.17,0.0,0.0,0.17,0.0,0.0,15288
0.17,0.13,0.04,0.0,0.01,0.0,15289
0.17,0.08,0.07,0.0,0.02,0.0,15290
0.17,0.13,0.04,0.0,0.01,0.0,15291
0.17,0.13,0.04,0.0,0.01,0.0,15292
0.17,0.1,0.0,0.05,0.02,0.0,15293
0.17,0.05,0.1,0.0,0.02,0.0,15294
0.17,0.12,0.05,0.0,0.0,0.0,15295
0.17,0.0,0.0,0.17,0.0,0.0,15296
0.17,0.08,0.06,0.0,0.02,0.0,15297
0.17,0.12,0.04,0.0,0.0,0.0,15298
0.17,0.13,0.04,0.0,0.01,0.0,15299
0.0,0.0,0.0,0.0,0.0,0.17,15300
0.17,0.15,0.01,0.0,0.01,0.0,15301
0.17,0.12,0.04,0.0,0.0,0.0,15302
0.17,0.12,0.04,0.0,0.01,0.0,15303
0.17,0.0,0.0,0.16,0.0,0.0,15304
0.16,0.09,0.06,0.0,0.01,0.0,15305
0.16,0.13,0.03,0.0,0.0,0.0,15306
0.16,0.15,0.0,0.0,0.02,0.0,15307
0.16,0.11,0.04,0.0,0.02,0.0,15308
0.16,0.12,0.03,0.0,0.01,0.0,15309
0.16,0.07,0.08,0.0,0.02,0.0,15310
0.16,0.14,0.0,0.0,0.02,0.0,15311
0.16,0.08,0.06,0.0,0.02,0.0,15312
0.16,0.13,0.03,0.0,0.0,0.0,15313
0.16,0.13,0.03,0.0,0.0,0.0,15314
0.0,0.0,0.0,0.0,0.0,0.16,15315
0.0,0.0,0.0,0.0,0.0,0.16,15316
0.16,0.09,0.06,0.0,0.01,0.0,15317
0.16,0.08,0.06,0.0,0.02,0.0,15318
0.16,0.0,0.0,0.15,0.01,0.0,15319
0.16,0.12,0.03,0.0,0.01,0.0,15320
0.16,0.09,0.05,0.0,0.01,0.0,15321
0.0,0.0,0.0,0.0,0.0,0.15,15322
0.15,0.08,0.06,0.0,0.02,0.0,15323
0.15,0.07,0.07,0.0,0.01,0.0,15324
0.15,0.07,0.03,0.05,0.01,0.0,15325
0.15,0.14,0.0,0.0,0.01,0.0,15326
0.15,0.07,0.06,0.0,0.02,0.0,15327
0.15,0.12,0.02,0.0,0.02,0.0,15328
0.15,0.12,0.01,0.02,0.01,0.0,15329
0.15,0.12,0.03,0.0,0.0,0.0,15330
0.15,0.1,0.03,0.0,0.01,0.0,15331
0.15,0.11,0.03,0.0,0.01,0.0,15332
0.15,0.12,0.01,0.01,0.01,0.0,15333
0.15,0.11,0.03,0.0,0.01,0.0,15334
0.15,0.07,0.06,0.0,0.02,0.0,15335
0.15,0.11,0.03,0.0,0.01,0.0,15336
0.15,0.07,0.06,0.0,0.02,0.0,15337
0.15,0.0,0.0,0.15,0.0,0.0,15338
0.15,0.07,0.06,0.0,0.02,0.0,15339
0.15,0.11,0.04,0.0,0.0,0.0,15340
0.15,0.14,0.0,0.0,0.01,0.0,15341
0.15,0.07,0.06,0.0,0.02,0.0,15342
0.15,0.11,0.03,0.0,0.0,0.0,15343
0.14,0.07,0.06,0.0,0.02,0.0,15344
0.14,0.13,0.0,0.0,0.01,0.0,15345
0.0,0.0,0.0,0.0,0.0,0.14,15346
0.14,0.1,0.04,0.0,0.0,0.0,15347
0.14,0.01,0.01,0.11,0.01,0.0,15348
0.14,0.0,0.13,0.0,0.01,0.0,15349
0.14,0.12,0.01,0.0,0.01,0.0,15350
0.14,0.13,0.0,0.0,0.01,0.0,15351
0.14,0.11,0.03,0.0,0.0,0.0,15352
0.0,0.0,0.0,0.0,0.0,0.14,15353
0.14,0.07,0.05,0.0,0.02,0.0,15354
0.0,0.0,0.0,0.0,0.0,0.14,15355
0.14,0.07,0.05,0.0,0.02,0.0,15356
0.14,0.02,0.01,0.1,0.01,0.0,15357
0.14,0.1,0.03,0.0,0.01,0.0,15358
0.14,0.0,0.11,0.0,0.02,0.0,15359
0.0,0.0,0.0,0.0,0.0,0.14,15360
0.14,0.13,0.0,0.0,0.01,0.0,15361
0.0,0.0,0.0,0.0,0.0,0.14,15362
0.0,0.0,0.0,0.0,0.0,0.14,15363
0.14,0.09,0.03,0.0,0.01,0.0,15364
0.14,0.03,0.02,0.07,0.01,0.0,15365
0.14,0.07,0.05,0.0,0.02,0.0,15366
0.14,0.12,0.0,0.01,0.01,0.0,15367
0.13,0.11,0.02,0.0,0.01,0.0,15368
0.0,0.0,0.0,0.0,0.0,0.13,15369
0.13,0.1,0.04,0.0,0.0,0.0,15370
0.13,0.04,0.07,0.0,0.02,0.0,15371
0.0,0.0,0.0,0.0,0.0,0.13,15372
0.13,0.0,0.12,0.0,0.02,0.0,15373
0.13,0.08,0.03,0.0,0.02,0.0,15374
0.13,0.12,0.0,0.0,0.01,0.0,15375
0.13,0.06,0.05,0.0,0.02,0.0,15376
0.13,0.08,0.04,0.0,0.01,0.0,15377
0.13,0.05,0.07,0.0,0.01,0.0,15378
0.13,0.0,0.0,0.13,0.0,0.0,15379
0.13,0.12,0.0,0.0,0.01,0.0,15380
0.13,0.05,0.06,0.0,0.02,0.0,15381
0.13,0.07,0.05,0.0,0.01,0.0,15382
0.13,0.11,0.0,0.0,0.02,0.0,15383
0.0,0.0,0.0,0.0,0.0,0.13,15384
0.13,0.0,0.0,0.13,0.0,0.0,15385
0.0,0.0,0.0,0.0,0.0,0.13,15386
0.13,0.0,0.0,0.13,0.0,0.0,15387
0.13,0.09,0.02,0.0,0.01,0.0,15388
0.13,0.09,0.03,0.0,0.0,0.0,15389
0.13,0.1,0.02,0.0,0.01,0.0,15390
0.13,0.12,0.0,0.0,0.01,0.0,15391
0.13,0.06,0.05,0.0,0.02,0.0,15392
0.0,0.0,0.0,0.0,0.0,0.13,15393
0.13,0.06,0.06,0.0,0.01,0.0,15394
0.13,0.12,0.0,0.0,0.01,0.0,15395
0.0,0.0,0.0,0.0,0.0,0.13,15396
0.13,0.0,0.0,0.13,0.0,0.0,15397
0.0,0.0,0.0,0.0,0.0,0.13,15398
0.0,0.0,0.0,0.0,0.0,0.13,15399
0.13,0.1,0.03,0.0,0.0,0.0,15400
0.13,0.06,0.04,0.01,0.02,0.0,15401
0.13,0.1,0.01,0.0,0.01,0.0,15402
0.13,0.12,0.0,0.0,0.01,0.0,15403
0.13,0.11,0.0,0.0,0.01,0.0,15404
0.13,0.1,0.03,0.0,0.0,0.0,15405
0.13,0.0,0.0,0.13,0.0,0.0,15406
0.13,0.09,0.03,0.0,0.0,0.0,15407
0.12,0.1,0.01,0.0,0.01,0.0,15408
0.12,0.07,0.05,0.0,0.01,0.0,15409
0.12,0.0,0.0,0.12,0.0,0.0,15410
0.12,0.06,0.04,0.0,0.02,0.0,15411
0.12,0.1,0.01,0.0,0.01,0.0,15412
0.12,0.09,0.02,0.0,0.01,0.0,15413
0.12,0.0,0.0,0.12,0.0,0.0,15414
0.12,0.09,0.03,0.0,0.0,0.0,15415
0.12,0.07,0.04,0.0,0.01,0.0,15416
0.12,0.11,0.0,0.0,0.01,0.0,15417
0.12,0.1,0.01,0.0,0.01,0.0,15418
0.12,0.11,0.0,0.0,0.01,0.0,15419
0.0,0.0,0.0,0.0,0.0,0.12,15420
0.12,0.11,0.0,0.0,0.01,0.0,15421
0.12,0.07,0.04,0.01,0.01,0.0,15422
0.0,0.0,0.0,0.0,0.0,0.12,15423
0.12,0.0,0.0,0.12,0.0,0.0,15424
0.12,0.0,0.0,0.12,0.0,0.0,15425
0.0,0.0,0.0,0.0,0.0,0.12,15426
0.12,0.06,0.05,0.0,0.02,0.0,15427
0.12,0.1,0.0,0.01,0.01,0.0,15428
0.12,0.08,0.02,0.0,0.01,0.0,15429
0.12,0.11,0.0,0.0,0.01,0.0,15430
0.12,0.08,0.03,0.0,0.01,0.0,15431
0.12,0.05,0.05,0.0,0.01,0.0,15432
0.12,0.05,0.05,0.0,0.01,0.0,15433
0.0,0.0,0.0,0.0,0.0,0.12,15434
0.12,0.0,0.0,0.12,0.0,0.0,15435
0.12,0.0,0.0,0.12,0.0,0.0,15436
0.0,0.0,0.0,0.0,0.0,0.12,15437
0.12,0.09,0.02,0.0,0.0,0.0,15438
0.11,0.04,0.04,0.01,0.02,0.0,15439
0.11,0.09,0.02,0.0,0.0,0.0,15440
0.11,0.1,0.0,0.0,0.01,0.0,15441
0.11,0.09,0.02,0.0,0.0,0.0,15442
0.11,0.08,0.03,0.0,0.0,0.0,15443
0.11,0.09,0.02,0.0,0.01,0.0,15444
0.11,0.06,0.04,0.0,0.01,0.0,15445
0.11,0.06,0.04,0.0,0.01,0.0,15446
0.11,0.04,0.01,0.06,0.0,0.0,15447
0.11,0.05,0.05,0.0,0.01,0.0,15448
0.11,0.08,0.02,0.0,0.0,0.0,15449
0.11,0.09,0.02,0.0,0.0,0.0,15450
0.11,0.05,0.04,0.0,0.01,0.0,15451
0.11,0.1,0.0,0.0,0.01,0.0,15452
0.11,0.05,0.05,0.0,0.02,0.0,15453
0.11,0.08,0.03,0.0,0.0,0.0,15454
0.11,0.1,0.0,0.0,0.01,0.0,15455
0.11,0.06,0.04,0.0,0.01,0.0,15456
0.11,0.05,0.04,0.0,0.01,0.0,15457
0.11,0.08,0.02,0.0,0.0,0.0,15458
0.11,0.05,0.05,0.0,0.01,0.0,15459
0.11,0.05,0.04,0.0,0.01,0.0,15460
0.11,0.1,0.0,0.0,0.01,0.0,15461
0.11,0.07,0.03,0.0,0.01,0.0,15462
0.11,0.0,0.0,0.11,0.0,0.0,15463
0.11,0.08,0.02,0.0,0.0,0.0,15464
0.11,0.05,0.04,0.0,0.01,0.0,15465
0.11,0.07,0.02,0.0,0.01,0.0,15466
0.11,0.07,0.02,0.0,0.02,0.0,15467
0.11,0.06,0.04,0.0,0.01,0.0,15468
0.11,0.06,0.04,0.0,0.01,0.0,15469
0.11,0.0,0.09,0.0,0.02,0.0,15470
0.11,0.08,0.02,0.0,0.0,0.0,15471
0.11,0.09,0.01,0.0,0.01,0.0,15472
0.11,0.08,0.02,0.0,0.0,0.0,15473
0.11,0.08,0.03,0.0,0.0,0.0,15474
0.11,0.08,0.02,0.0,0.0,0.0,15475
0.11,0.03,0.02,0.05,0.01,0.0,15476
0.1,0.09,0.0,0.0,0.01,0.0,15477
0.1,0.08,0.02,0.0,0.0,0.0,15478
0.1,0.08,0.02,0.0,0.0,0.0,15479
0.0,0.0,0.0,0.0,0.0,0.1,15480
0.0,0.0,0.0,0.0,0.0,0.1,15481
0.1,0.06,0.04,0.0,0.01,0.0,15482
0.1,0.07,0.02,0.0,0.02,0.0,15483
0.0,0.0,0.0,0.0,0.0,0.1,15484
0.1,0.09,0.0,0.0,0.01,0.0,15485
0.1,0.05,0.04,0.0,0.01,0.0,15486
0.1,0.08,0.02,0.0,0.0,0.0,15487
0.1,0.0,0.0,0.1,0.0,0.0,15488
0.1,0.0,0.0,0.1,0.0,0.0,15489
0.0,0.0,0.0,0.0,0.0,0.1,15490
0.1,0.09,0.0,0.0,0.01,0.0,15491
0.1,0.09,0.0,0.0,0.01,0.0,15492
0.1,0.05,0.04,0.0,0.01,0.0,15493
0.1,0.07,0.01,0.02,0.01,0.0,15494
0.0,0.0,0.0,0.0,0.0,0.1,15495
0.1,0.07,0.03,0.0,0.0,0.0,15496
0.1,0.08,0.0,0.0,0.02,0.0,15497
0.1,0.07,0.02,0.0,0.0,0.0,15498
0.1,0.07,0.02,0.0,0.0,0.0,15499
0.1,0.09,0.0,0.0,0.01,0.0,15500
0.1,0.06,0.03,0.0,0.01,0.0,15501
0.1,0.05,0.04,0.0,0.01,0.0,15502
0.1,0.07,0.02,0.0,0.0,0.0,15503
0.1,0.05,0.04,0.0,0.01,0.0,15504
0.1,0.09,0.0,0.0,0.01,0.0,15505
0.1,0.07,0.03,0.0,0.0,0.0,15506
0.1,0.09,0.0,0.0,0.01,0.0,15507
0.1,0.0,0.09,0.0,0.01,0.0,15508
0.1,0.06,0.03,0.0,0.01,0.0,15509
0.1,0.07,0.02,0.0,0.01,0.0,15510
0.09,0.04,0.05,0.0,0.01,0.0,15511
0.09,0.08,0.0,0.0,0.01,0.0,15512
0.09,0.08,0.01,0.0,0.01,0.0,15513
0.09,0.05,0.04,0.0,0.01,0.0,15514
0.09,0.04,0.04,0.0,0.02,0.0,15515
0.09,0.06,0.02,0.01,0.01,0.0,15516
0.09,0.07,0.02,0.0,0.0,0.0,15517
0.09,0.01,0.06,0.0,0.01,0.0,15518
0.09,0.0,0.0,0.09,0.0,0.0,15519
0.09,0.0,0.0,0.09,0.01,0.0,15520
0.09,0.06,0.03,0.0,0.01,0.0,15521
0.09,0.04,0.04,0.0,0.01,0.0,15522
0.09,0.05,0.03,0.0,0.01,0.0,15523
0.09,0.07,0.02,0.0,0.0,0.0,15524
0.09,0.09,0.0,0.0,0.01,0.0,15525
0.09,0.07,0.02,0.0,0.0,0.0,15526
0.09,0.06,0.02,0.0,0.01,0.0,15527
0.09,0.05,0.03,0.0,0.01,0.0,15528
0.09,0.0,0.0,0.08,0.01,0.0,15529
0.09,0.07,0.01,0.0,0.01,0.0,15530
0.09,0.07,0.0,0.0,0.02,0.0,15531
0.09,0.07,0.02,0.0,0.0,0.0,15532
0.09,0.07,0.02,0.0,0.0,0.0,15533
0.09,0.07,0.0,0.0,0.02,0.0,15534
0.09,0.0,0.0,0.09,0.0,0.0,15535
0.09,0.07,0.02,0.0,0.0,0.0,15536
0.09,0.05,0.03,0.0,0.02,0.0,15537
0.09,0.0,0.07,0.0,0.02,0.0,15538
0.09,0.05,0.03,0.0,0.01,0.0,15539
0.09,0.05,0.03,0.0,0.01,0.0,15540
0.09,0.07,0.02,0.0,0.0,0.0,15541
0.09,0.07,0.01,0.0,0.01,0.0,15542
0.09,0.05,0.03,0.0,0.01,0.0,15543
0.09,0.04,0.03,0.0,0.01,0.0,15544
0.08,0.08,0.0,0.0,0.01,0.0,15545
0.08,0.08,0.0,0.0,0.01,0.0,15546
0.08,0.07,0.01,0.0,0.01,0.0,15547
0.08,0.07,0.0,0.0,0.01,0.0,15548
0.08,0.05,0.03,0.0,0.01,0.0,15549
0.08,0.04,0.03,0.0,0.01,0.0,15550
0.08,0.06,0.02,0.0,0.0,0.0,15551
0.08,0.06,0.02,0.0,0.0,0.0,15552
0.08,0.05,0.02,0.0,0.01,0.0,15553
0.08,0.04,0.03,0.0,0.01,0.0,15554
0.08,0.05,0.03,0.0,0.01,0.0,15555
0.08,0.06,0.01,0.0,0.01,0.0,15556
0.08,0.04,0.03,0.0,0.01,0.0,15557
